Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.882060589,3.831755943,5.367991555,8.148825532,13.69316795,17.72819321,21.68889731,27.24989436,33.85119855,43.22929872
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5MAF,Emissions|CO2,Mt CO2/yr,4713.274932,5568.695779,5682.812555,5561.32736,4487.155734,2614.838126,1728.408735,565.5993336,-654.2703575,-1277.865918
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5MAF,Primary Energy,EJ/yr,57.65596237,70.19002176,84.87222325,102.2344696,122.3591065,152.902624,183.4816035,207.9553189,234.2784169,268.152289
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5MAF,Primary Energy|Biomass,EJ/yr,13.76374058,10.78068966,11.58793192,11.70531144,14.5950246,25.41589625,31.92787978,35.13234066,37.1036234,41.44027310000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5MAF,Primary Energy|Fossil,EJ/yr,42.73704033,56.01997132,67.12115163,78.79708976,88.22632976,95.40189751,104.0307225,96.15027975,77.57501640000001,57.24682807
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.11373807,3.347917216,6.476783915,11.71960024,17.83628843,26.40284833,35.26216736,49.45958258,83.57473748,122.6112994
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13147.08932,11812.4983,11252.41719,9700.777626000001,8185.972086,5269.079424,2190.273291,159.8352806,-1215.31278,-2378.10976
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5OECD90+EU,Primary Energy,EJ/yr,195.6502557,191.1667198,198.596771,197.9584423,199.2683604,201.2250235,214.7404986,219.6333819,219.2780463,216.5874012
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.29497115,11.84454495,10.95702422,10.47991306,10.02518293,12.67366826,25.51410412,35.2619698,43.04605393,55.78450649
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.5099835,157.5529508,161.9175667,154.0739089,149.4132873,136.6172045,127.4364576,109.3030395,87.3522838,46.78362429999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,7.940671257000001,14.02055179,17.39464361,24.23045212,30.84311923,39.09940731,43.01761571,49.01679674,60.73547553,88.17633733
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5REF,Emissions|CO2,Mt CO2/yr,2644.923459,2723.14045,2101.833952,1943.086656,1419.559512,648.7246269999999,220.6652765,-172.496649,-492.9996491000001,-680.8761678999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5REF,Primary Energy,EJ/yr,38.87767264,40.65259324,36.49785372,38.30026296,38.57851365,39.37895977,41.80520247,40.50550831,38.83706066,37.39856168
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5REF,Primary Energy|Biomass,EJ/yr,0.497385814,0.460420756,0.794471266,1.058155811,1.929401749,3.427594903,4.911770296999999,5.843503547999999,6.78115528,7.752199911
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5REF,Primary Energy|Fossil,EJ/yr,36.51760473,38.03678797,33.02449466,34.15981821,32.00570709,28.83801125,27.61099164,20.95980722,15.50858554,9.43141382
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.9757712759999999,1.791015525,2.244601828,3.277696386,4.256445899,5.873210641,7.96228032,12.28182752,15.26666474,18.40719033
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893095724,1.172708926,1.436034232,1.666943656,1.82773418,1.926183989,1.952311901,1.948678737,1.915852856,1.852483369
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Emissions|CO2,Mt CO2/yr,38542.01816,39615.22255,37981.07524,33271.92656,25181.95619,13847.19271,5163.226383,-2068.503671,-7525.726076999999,-10662.64286
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Primary Energy,EJ/yr,500.739995,550.7518985,602.6200286000001,644.5649182,683.2859414,752.1119317000001,835.8869589999999,900.7825087000001,955.8267583999999,1010.768413
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Primary Energy|Biomass,EJ/yr,54.28033904,49.54555133,47.44372232,43.76866439,53.5684047,91.85804399999999,134.743058,179.4694564,213.389244,247.373999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Primary Energy|Fossil,EJ/yr,418.9895513,453.7714691,484.1936416999999,494.9774293,483.2804915,461.2136284,444.9209635,392.0867702,329.8809085,241.9303892
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_1600,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.588137,36.58066413,57.97861649,88.98725921,122.170528,153.3488892,179.1744725,217.0263572,288.7231605,386.9561262
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5ASIA,Emissions|CO2,Mt CO2/yr,13264.60633,14548.09498,8136.658268000001,3908.486737,795.6024679,-1234.208083,-2298.183108,-2894.423352,-3543.182321,-3920.339489
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy,EJ/yr,170.2791885,202.3581183,190.5555216,199.9281818,221.5105382,239.7227033,257.7867208,271.8375838,282.3895881,289.1472537
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy|Biomass,EJ/yr,24.35644881,22.05219388,28.60311607,25.02308926,34.96713221,43.4790813,49.95838999,53.77011356,58.68036995,62.22793151
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy|Fossil,EJ/yr,140.2388692,164.1169679,117.2385203,100.4042071,80.3084528,55.68734746,31.55859363,23.86539039,18.3161213,15.68188498
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,4.675895808,13.58942366,34.75683924,55.53835747,70.03311219999999,81.55287851,100.2526806,112.7973491,129.5983125,145.2801866
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5LAM,Emissions|CO2,Mt CO2/yr,4169.982706000001,4211.525206,2296.363451,1083.729074,-557.8680467999999,-3955.495881,-4586.338445,-5512.587945,-6032.10794,-6215.141042
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5LAM,Primary Energy,EJ/yr,31.53050978,37.95055441,40.72052597,40.77780796,56.61472106,73.12413487,89.66256597,101.2325372,113.1479154,122.7259514
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5LAM,Primary Energy|Biomass,EJ/yr,5.367792677,4.407702081,12.46380806,11.78223245,35.92359566,55.97571997,72.25890236,81.20985457,87.23248521,93.23218609
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5LAM,Primary Energy|Fossil,EJ/yr,23.23964745,29.61090011,21.54634744,17.26986841,7.96026095,2.355884271,1.471747901,1.054863683,0.31652623,0.006248178
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.882060589,3.831755943,8.00088761,12.36775337,16.00641089,18.91581382,24.03907268,31.12890129,44.62723624,50.56153177
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5MAF,Emissions|CO2,Mt CO2/yr,4713.274932,5568.695779,3979.566442,2408.096731,950.1009013,-871.5963828,-1505.370266,-1977.370867,-2434.376332,-2442.821181
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy,EJ/yr,57.65596237,70.19002176,74.13324393,87.7942781,108.1131018,130.5131136,151.3692435,168.9127468,194.2039735,230.2999598
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Biomass,EJ/yr,13.76374058,10.78068966,13.65768335,14.19926494,24.42980295,31.41306579,35.74793582,37.08961123,38.77784987,48.02803885
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Fossil,EJ/yr,42.73704033,56.01997132,51.91765334,57.90000462,55.29625096,48.9751794,32.72679006,15.13489753,12.68131443,14.30590524
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.11373807,3.347917216,8.615817884,14.324358,22.9754337,37.96453582,58.88490503,88.01046892,113.0751627,147.4367298
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13147.08932,11812.4983,7425.669809999999,3491.11233,993.9085038999999,-1025.53738,-2213.297143,-2996.670704,-3535.930319,-4102.437651
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy,EJ/yr,195.6502557,191.1667198,172.511175,163.8252225,169.5889456,175.8811863,178.6668265,183.7223969,188.5849372,194.1363424
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.29497115,11.84454495,12.02765593,12.28585679,23.22209235,38.72741165,49.93525817,57.74080935,64.09889003,69.79116289
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.5099835,157.5529508,128.6155989,105.0527277,86.60912227,54.38055684,24.73620596,11.55355981,6.733171482,5.245351936
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,7.940671257000001,14.02055179,20.90475989,32.13515056,42.48906819,59.56351681,79.82625689,92.06338507,104.1672752,114.7672498
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5REF,Emissions|CO2,Mt CO2/yr,2644.923459,2723.14045,1198.620867,438.5153795,-30.37569691,-423.5804569,-682.5344977999999,-793.2603781,-975.9033009999999,-1046.157604
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy,EJ/yr,38.87767264,40.65259324,30.80926573,29.77985803,28.27813289,28.74264388,28.64458944,29.32731141,30.07424342,30.67716804
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Biomass,EJ/yr,0.497385814,0.460420756,1.624316705,2.457920798,3.49910942,4.576998992,5.677864819,6.385992418,7.150854565,7.966072077000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Fossil,EJ/yr,36.51760473,38.03678797,23.65416319,19.59335931,13.25395818,9.617603567,4.343992231000001,2.977381049,2.555283896,2.056082749
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.9757712759999999,1.791015525,4.824924352,7.774081982999999,9.605613175,12.06859583,15.99419716,18.47853346,20.45021321,22.23677314
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893095724,1.173574411,1.446638824,1.583938051,1.619795241,1.580840498,1.508634362,1.409886014,1.307358337,1.203779173
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Emissions|CO2,Mt CO2/yr,38542.01816,39615.22255,23824.22308,12039.05505,2737.839477,-7103.209038,-11119.14575,-14120.38951,-16521.49954,-17726.89656
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Primary Energy,EJ/yr,500.739995,550.7518985,518.0269356000001,531.9898261,594.7364884,658.5826624,717.5550779,769.173895,823.6380254,882.5509517
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Primary Energy|Biomass,EJ/yr,54.28033904,49.54555133,68.37658012,65.74836424,122.0417326,174.1722777,213.5783512,236.1963811,255.9404496,281.2453914
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Primary Energy|Fossil,EJ/yr,418.9895513,453.7714691,352.2694866000001,310.1046448,252.8989764,178.0642951,97.78329746,55.54688306,40.60241734,37.29547308
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NPi2020_400,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.588137,36.58066413,77.10322898,122.1397014,161.1096382,210.0653408,278.9971124,342.4786379,411.9181998,480.2824711
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5ASIA,Emissions|CO2,Mt CO2/yr,13264.60633,15800.24663,18331.93739,20039.87518,22592.74114,24431.62542,27775.71075,30137.07969,31800.46798,31520.20741
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy,EJ/yr,170.2791885,209.398455,252.1552923,288.0595846000001,327.3890715,355.729724,390.2954011,422.4588646000001,452.6501345,472.0431915
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Biomass,EJ/yr,24.35644881,19.30182555,16.73689274,13.65732855,10.67097844,7.767581973,5.787489632000001,4.885588606000001,4.592978848,5.928121256
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Fossil,EJ/yr,140.2388692,176.4989267,211.970882,239.7323257,275.0803755,298.9292052,328.6572702,351.9195445,374.7218919,380.1651323
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,4.675895808,11.76814051,20.62618235,31.13909368,38.63526776,47.74084589,55.99274385,65.81038849,71.78190074,80.19457238
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5LAM,Emissions|CO2,Mt CO2/yr,4169.982706000001,4326.796915999999,4645.446676,4992.363047,5264.874479,5108.519992,5456.096953,6619.387526,8722.171873000001,9663.207378000001
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy,EJ/yr,31.53050978,38.38860691,45.48432879,54.49430535,63.3385052,67.02314304,73.84677751,85.02075511,100.2910292,110.880628
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Biomass,EJ/yr,5.367792677,2.854956177,2.641812846,2.218471749,2.340361777,3.050402708,3.624336876,4.119143473999999,4.540851024,4.934468173
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Fossil,EJ/yr,23.23964745,31.61518527,37.73546613,45.148754,51.88663348,51.70078485,53.46316852,61.49249819,74.36365477,82.57607666
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.882060589,3.829833918,5.143985046,7.274472935,9.077066789,11.66115764,15.56960698,18.00010373,19.88967421,21.79986598
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5MAF,Emissions|CO2,Mt CO2/yr,4713.274932,5512.525722,6788.135853,8237.239731,9830.310672,12044.66432,14376.93554,17518.06511,21990.88928,26853.48342
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy,EJ/yr,57.65596237,70.48005468,91.45124082,115.8501524,142.5646275,174.3822909,209.3441365,253.3360013,307.4869775,372.3114404
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Biomass,EJ/yr,13.76374058,10.66878913,11.45462909,11.52996636,10.73421399,8.990929966,6.727276961,4.345221963999999,2.312889369,4.548557322
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Fossil,EJ/yr,42.73704033,56.46775358,74.806217,96.47388283,118.7987092,144.8335642,171.0023621,208.5717832,253.4531965,303.902918
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.11373807,3.302068411,5.865173506000001,9.647801755,14.95759932,21.37660093,30.36601132,38.27884674,48.21066202,59.80622357
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13147.08932,13364.82006,13258.85034,13360.69422,14295.43308,14600.85282,14537.43372,15974.56415,16664.98157,17089.82744
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy,EJ/yr,195.6502557,204.0612331,210.4625501,219.3067435,234.5471472,243.8349111,248.9762289,263.750552,274.0584514,281.3065331
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.29497115,6.899156528,6.577391295,6.367822418999999,6.353626662000001,7.109823722000001,7.046139547999999,8.017091411000001,8.667203656,8.995136296
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.5099835,179.2278933,182.4657659,186.4501633,200.2057207,203.9228416,203.9961242,212.8791139,219.2128228,222.4195702
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,7.940671257000001,10.18483261,13.98743428,19.61071593,24.45360228,31.16727577,37.38409019,41.09681685,43.94524125,45.3118032
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5REF,Emissions|CO2,Mt CO2/yr,2644.923459,2723.197071,2835.818283,3013.323291,3171.301055,3278.840856,3139.402559,3105.412408,3092.541811,3559.168416
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5REF,Primary Energy,EJ/yr,38.87767264,40.97380089999999,42.70377085,45.87920486,50.22449147,52.71747809,53.09332085,53.82230348,55.04696864,58.28025211
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5REF,Primary Energy|Biomass,EJ/yr,0.497385814,0.460420756,0.468102483,0.460915464,0.462578796,0.467088133,0.721395645,1.092554789,1.351125723,1.51596524
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5REF,Primary Energy|Fossil,EJ/yr,36.51760473,38.37039794,40.363923,44.02526137,47.85136383,49.60721935,49.21358767,48.50536553,47.95517204,49.04497502
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.9757712759999999,1.778613222,1.969767452,2.539435097,3.5577366,4.080205362,4.624213503,5.480352357999999,6.645588977999999,7.509600552999999
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.892965937,1.172247435,1.437229246,1.723332665,2.012002306,2.315831284,2.637206138,3.001911246,3.376596455,3.810955915
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Emissions|CO2,Mt CO2/yr,38542.01816,42471.7362,46689.43383,50476.05394,55919.642,60177.6732,65983.1784,74060.47269,83010.45023999999,89455.10514
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Primary Energy,EJ/yr,500.739995,571.7360413,651.5543861000001,733.4744687000001,828.4766164,904.4612329,986.679077,1089.824029,1201.254614,1306.794566
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Primary Energy|Biomass,EJ/yr,54.28033904,40.18514815,37.87882845,34.23450454,30.56175966,27.3858265,23.90663866,22.45960024,21.46504862,25.92224829
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Primary Energy|Fossil,EJ/yr,418.9895513,490.6140473999999,556.6394574,621.7148651,704.2355762999999,759.767301,817.4557249,894.8038575999999,981.4277904999999,1050.081193
MESSAGEix-GLOBIOM 1.0,CD-LINKS_NoPolicy,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.588137,30.86348866,47.59254263,70.2115194,90.68127274,116.0260856,143.9366659,168.6665082,190.4730672,214.6220657
POLES CD-LINKS,CD-LINKS_INDCi,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893155027,1.18695841,1.448758997,1.677607541,1.913222345,2.107932674,2.308574381,2.526923736,2.761111742,2.999685282
POLES CD-LINKS,CD-LINKS_INDCi,World,Emissions|CO2,Mt CO2/yr,33410.28906,38084.53516,38458.46094,39698.01953,41799.37891,42771.67969,44792.00781,47305.52344,49844.07422,54239.39844
POLES CD-LINKS,CD-LINKS_INDCi,World,Primary Energy,EJ/yr,511.5497741999999,591.4586792,656.6965332000001,725.6063232000001,801.9833984,867.1793822999999,939.9309082000001,1023.587952,1114.031616,1230.045044
POLES CD-LINKS,CD-LINKS_INDCi,World,Primary Energy|Biomass,EJ/yr,51.75862503,60.02207184,74.43312836,87.01903534,100.4877548,115.0174866,130.096756,150.8611298,178.3393555,205.052002
POLES CD-LINKS,CD-LINKS_INDCi,World,Primary Energy|Fossil,EJ/yr,435.166687,492.7774658,519.5649414,549.2770386,592.3634643999999,621.8179932,650.3787842,684.9743652000001,716.7467651000001,771.4134521000001
POLES CD-LINKS,CD-LINKS_INDCi,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.70900631,27.28543854,45.05956268,63.98454666,79.26991272,93.68740082,114.335701,137.0825043,167.5691376,200.2545929
POLES CD-LINKS,CD-LINKS_NPi,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893155293,1.186281844,1.458940219,1.750345386,2.06791697,2.369938106,2.67049662,2.984503104,3.314635593,3.657120412
POLES CD-LINKS,CD-LINKS_NPi,World,Emissions|CO2,Mt CO2/yr,33410.28906,38548.38281,44502.10938,50206.66797,53557.99219,56460.47656,60029.51172,63593.07812999999,65330.61719,65952.88281
POLES CD-LINKS,CD-LINKS_NPi,World,Primary Energy,EJ/yr,511.5497741999999,594.97229,694.7386475,798.8026732999999,874.6004027999999,943.4614257999999,1022.091248,1106.119385,1189.96814,1282.329468
POLES CD-LINKS,CD-LINKS_NPi,World,Primary Energy|Biomass,EJ/yr,51.75862503,59.89888000000001,71.14794922,82.99362183,94.31829071,107.7866669,122.5828857,144.033844,176.54129030000001,211.5833588
POLES CD-LINKS,CD-LINKS_NPi,World,Primary Energy|Fossil,EJ/yr,435.166687,497.6175537,569.6946411,642.2964477999999,688.1627197,724.8615722999999,766.9397583,805.3405151000001,818.2994995,821.7904662999999
POLES CD-LINKS,CD-LINKS_NPi,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.70900631,26.74145699,40.47192764,55.96110535,71.57435608,84.09262848,99.45980835,119.9466858,150.1547241,192.1508331
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893155293,1.186799681,1.451180009,1.640802383,1.732965228,1.7354987,1.703892742,1.651978985,1.585675121,1.526570447
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Emissions|CO2,Mt CO2/yr,33410.28906,38551.99609,32734.76367,21075.55469,11418.37012,3820.002197,-1607.404053,-6542.607422,-9843.076172,-12973.55859
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Primary Energy,EJ/yr,511.5497741999999,594.9638062000001,619.3252562999999,584.2005615,584.4039307,618.8830566,662.2244262999999,716.3175659,794.8240967,883.4985352
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Primary Energy|Biomass,EJ/yr,51.75862503,59.88308334,77.79786682,108.4647141,148.5373993,178.810379,207.7939148,236.637558,277.6866455,316.1776733
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Primary Energy|Fossil,EJ/yr,435.166687,497.6171875,475.3866882,364.9449463,299.5336609,279.8308716,263.5180359,260.6799011,277.0352173,304.5376587
POLES CD-LINKS,CD-LINKS_NPi2020_1000,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.70900631,26.74747276,47.75049591,74.65822601,96.31022644,106.6266403,127.0505524,150.2962646,171.878006,201.1369934
POLES CD-LINKS,CD-LINKS_NPi2020_1600,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893155293,1.186710983,1.449498618,1.66129814,1.819707136,1.881898016,1.904231519,1.899273074,1.86628582,1.833542371
POLES CD-LINKS,CD-LINKS_NPi2020_1600,World,Emissions|CO2,Mt CO2/yr,33410.28906,38551.99609,35566.13281,30633.02344,21434.00586,12403.19824,6310.85791,1346.434448,-3475.012695,-5588.541992
POLES CD-LINKS,CD-LINKS_NPi2020_1600,World,Primary Energy,EJ/yr,511.5497741999999,594.9638062000001,645.5490722999999,663.5064697,662.5419312000001,698.9066162,742.572876,803.2327881,881.315918,975.6468506000001
POLES CD-LINKS,CD-LINKS_NPi2020_1600,World,Primary Energy|Biomass,EJ/yr,51.75862503,59.88308334,75.19828033,94.39742279,125.0939941,167.2025299,199.3632202,232.6823578,272.0851746,309.0293579
POLES CD-LINKS,CD-LINKS_NPi2020_1600,World,Primary Energy|Fossil,EJ/yr,435.166687,497.6171875,508.5823058999999,470.9768372,405.7408447,381.1898499,363.8564148,367.6329041,379.8633423,410.7503052
POLES CD-LINKS,CD-LINKS_NPi2020_1600,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.70900631,26.74747276,45.33234024,69.66957092,94.61107635,103.6108704,123.0472488,142.2631989,168.7640228,199.1721039
POLES CD-LINKS,CD-LINKS_NPi2020_400,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893155293,1.18710092,1.460284465,1.597108699,1.629901114,1.594221477,1.525009943,1.437988685,1.341138613,1.245642578
POLES CD-LINKS,CD-LINKS_NPi2020_400,World,Emissions|CO2,Mt CO2/yr,33410.28906,38551.99609,24099.94531,12185.68457,3858.141357,-3048.635986,-9210.530273,-12924.87793,-18214.25781,-21672.30273
POLES CD-LINKS,CD-LINKS_NPi2020_400,World,Primary Energy,EJ/yr,511.5497741999999,594.9638062000001,538.8311767999999,495.3410339,509.4347228999999,530.6717529,571.1760864,628.3713379,703.4735107000001,767.9169922
POLES CD-LINKS,CD-LINKS_NPi2020_400,World,Primary Energy|Biomass,EJ/yr,51.75862503,59.88308334,88.23204041,121.0147781,162.0822601,184.0659943,213.4346313,249.8118896,299.8327637,330.962738
POLES CD-LINKS,CD-LINKS_NPi2020_400,World,Primary Energy|Fossil,EJ/yr,435.166687,497.6171875,371.0761108,254.5559998,207.6720734,168.0068207,146.4059753,139.9837494,145.47612,149.9609375
POLES CD-LINKS,CD-LINKS_NPi2020_400,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.70900631,26.74747276,53.80437088,76.17578888,89.9420929,110.323555,131.9131165,153.0986633,174.281723,198.9486542
POLES CD-LINKS,CD-LINKS_NoPolicy,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.893156608,1.180212736,1.455759327,1.76962537,2.107326673,2.425688319,2.745210045,3.075033996,3.431680163,3.790658709
