Model,Scenario,Region,Variable,Unit,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5ASIA,Emissions|CO2,Mt CO2/yr,11118.1933,13764.7936,5937.3393,2348.9719,-156.2849,-747.685,-814.5061,-754.487,-797.5235,-799.7415
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy,EJ/yr,145.4506,185.8611,148.606,155.0328,157.7451,162.7879,169.9443,170.087,170.5798,167.5815
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy|Biomass,EJ/yr,23.6527,23.9713,27.4003,42.9518,45.8933,45.4782,46.8157,44.9294,43.3619,40.7277
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy|Fossil,EJ/yr,115.886,149.9278,77.5594,47.4958,28.7035,25.0796,28.6356,24.0261,22.4377,16.9405
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,4.536,9.3023,37.9886,59.011,77.0453,85.4329,87.081,92.4403,94.9258,98.9521
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5LAM,Emissions|CO2,Mt CO2/yr,1752.9672,1954.9693,964.5018,-1043.7494,-2163.2272,-2277.0012,-2119.3973,-1927.0496,-1771.4419,-1659.9923
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5LAM,Primary Energy,EJ/yr,28.0439,33.0094,34.0734,41.3089,44.378,46.2233,49.7499,51.1604,52.7652,53.0334
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5LAM,Primary Energy|Biomass,EJ/yr,4.4182,5.7304,9.0938,19.776,21.0346,20.7542,21.9823,21.7169,21.7112,20.8808
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5LAM,Primary Energy|Fossil,EJ/yr,20.8026,23.7216,19.3841,12.3781,9.7774,9.0828,10.5841,9.8607,10.0805,8.4743
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.7095,3.338,5.2068,8.7994,13.2444,16.0751,16.8594,19.1948,20.5265,23.1328
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5MAF,Emissions|CO2,Mt CO2/yr,3545.1323,4292.5187,2485.9288,398.4673,-1513.656,-1682.8858,-1634.0672,-1670.0792,-1474.7654,-1422.1624
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5MAF,Primary Energy,EJ/yr,50.1191,63.2999,64.5591,75.3358,90.65,103.3808,119.8037,130.447,142.3503,150.0321
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Biomass,EJ/yr,10.682,11.5634,12.9578,20.6308,28.7287,32.8546,37.8088,40.315,42.7058,42.8107
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Fossil,EJ/yr,38.8591,50.3067,48.0471,40.8091,33.2813,30.8417,37.2837,34.4552,34.2197,27.5433
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.5047,0.9106,2.6399,12.7156,27.3731,38.1951,42.8617,53.2399,62.2614,75.6525
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13559.1692,14241.8791,9543.8113,4063.762,-1047.0259,-2089.0455,-2285.4127,-2454.121,-2643.5142,-2841.2523
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy,EJ/yr,211.1693,231.8482,218.0222,220.0692,229.7459,236.1552,249.2184,253.2536,259.4629,256.9875
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.5499,15.0397,27.237,48.2441,60.1424,61.033,66.9445,69.5282,72.4896,73.2736
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,187.0058,201.5412,163.8563,121.0253,90.9572,87.65799999999999,94.0037,88.4374,88.5009,78.992
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,5.6837,6.8513,16.5504,39.0298,64.9712,71.7949,70.9944,75.2635,74.3911,77.1106
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5REF,Emissions|CO2,Mt CO2/yr,2875.2391,3231.5025,2181.2445,609.4483,-423.6789,-590.979,-545.2303,-500.1365,-484.9371,-481.338
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5REF,Primary Energy,EJ/yr,43.3218,52.135,46.5631,49.3973,53.6632,55.6623,59.0989,58.4566,59.14899999999999,57.8869
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Biomass,EJ/yr,0.4739,0.5377,1.0003,6.1283,6.8826,7.7926,8.4809,8.476,8.4916,8.2469
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Fossil,EJ/yr,40.8079,48.6558,37.2896,27.3284,24.0678,23.4446,25.7626,22.624,21.167,16.4208
AIM/CGE 2.1,CD-LINKS_NPi2020_400,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.0723,1.4981,6.2418,13.348,19.5524,20.5725,20.1591,21.6319,22.512,24.7126
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.892288882,1.15616597,1.445393593,1.555303613,1.555622422,1.475121073,1.403649889,1.338990337,1.291968488,1.245401842
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Emissions|CO2,Mt CO2/yr,33910.33,38682.7636,21604.8704,6795.0827,-4957.6403,-7023.2802,-7004.2178,-6913.2913,-6773.2306,-6818.7646
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Primary Energy,EJ/yr,492.231,582.1197,518.3762,546.7075,580.7813,609.0369,653.0266,668.5937,689.5823,690.6219
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Primary Energy|Biomass,EJ/yr,49.7768,56.8425,77.6891,137.7311,162.6816,167.9127,182.0323,184.9655,188.7602,185.9396
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Primary Energy|Fossil,EJ/yr,417.4880000000001,490.1194,352.6891,254.6003,191.3863,180.9341,201.481,184.5926,181.6809,153.4714
AIM/CGE 2.1,CD-LINKS_NPi2020_400,World,Primary Energy|Non-Biomass Renewables,EJ/yr,14.5064,21.9003,68.6275,132.9037,202.1864,232.0706,237.9554,261.7701,274.6167,299.5607
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5ASIA,Emissions|CO2,Mt CO2/yr,11877.7992,15121.4013,17673.3546,19966.5676,20863.2225,20297.6769,20534.2588,21773.0207,22100.7089,22142.335
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5ASIA,Primary Energy,EJ/yr,152.5406,197.7588,237.0277,273.3489,296.2317,299.7722,307.9475,323.8546,330.1936,331.5655
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Biomass,EJ/yr,23.3728,22.8296,22.8191,24.4522,28.2541,28.6561,29.6592,29.9213,29.8934,30.2194
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Fossil,EJ/yr,124.6366,166.107,201.1931,232.9124,249.3238,249.1333,253.4693,266.5374,269.6135,266.4822
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,3.3703,5.456,7.9594,9.375,10.31,11.6717,12.2676,12.3274,12.5709,13.1524
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5LAM,Emissions|CO2,Mt CO2/yr,1812.3839,2127.3836,2420.5127,2643.6993,2745.9985,3049.3206,3348.1361,3637.4412,3815.9772,3948.5396
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5LAM,Primary Energy,EJ/yr,28.1766,33.6442,39.3081,45.4109,51.9324,57.3228,62.5065,67.5754,71.5311,75.5294
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Biomass,EJ/yr,3.7651,4.0146,4.4924,5.8275,8.2483,8.4775,9.4231,10.4745,11.5712,13.0987
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Fossil,EJ/yr,21.6534,26.3527,31.0827,35.1499,38.3387,42.8589,46.9022,50.7152,53.2258,55.2518
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.6275,2.9843,3.4249,4.0917,4.9647,5.5197,5.6305,5.7385,5.9699,6.2711
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5MAF,Emissions|CO2,Mt CO2/yr,3542.4259,4332.7965,5024.8889,5845.4981,6771.071999999999,8224.7289,9775.9273,11696.422,13515.451,15233.9944
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5MAF,Primary Energy,EJ/yr,50.0731,63.6651,79.4419,97.6099,119.4632,145.7999,172.7779,203.8849,233.6184,261.0742
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Biomass,EJ/yr,10.6745,11.5364,12.486,14.1115,17.0278,19.9638,23.5351,28.0588,33.5992,38.5485
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Fossil,EJ/yr,38.8284,50.8431,65.0695,80.9404,98.7563,120.3951,141.7627,167.0669,189.4937,209.474
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.5184,0.9182,1.3099,1.7899,2.6892,4.1372,5.7779,6.5108,7.5659,9.1731
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,13841.9961,15586.8022,16899.209,17478.1202,17368.5273,18074.9758,18957.0157,19741.5871,20071.2329,20069.2902
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy,EJ/yr,211.5568,239.7885,265.1117,291.1752,309.7139,325.846,340.9991,355.1739,364.9478,370.7847
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,7.8588,8.8728,12.7969,24.3988,34.2449,34.9811,38.7324,42.4689,45.7046,49.5246
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,190.1111,216.6756,236.9919,249.2122,253.259,264.872,273.1757,280.461,283.6587,281.6357
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,5.6617,6.5968,7.7554,9.583,12.7142,14.464,15.322,16.1444,17.0849,18.5008
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5REF,Emissions|CO2,Mt CO2/yr,2868.3163,3410.7321,3993.9819,4559.0667,4781.8147,4913.932,5113.8478,5242.8192,5316.2333,5314.0705
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5REF,Primary Energy,EJ/yr,43.2307,53.1478,63.1855,72.8903,78.2103,81.7256,85.0546,87.25,89.2554,90.292
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5REF,Primary Energy|Biomass,EJ/yr,0.4736,0.5341,0.6607,1.0388,1.9526,2.6334,3.1007,3.4154,3.5108,3.6055
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5REF,Primary Energy|Fossil,EJ/yr,40.7242,49.846,58.8847,67.1976,70.4821,72.1325,73.7899,74.39399999999999,74.8076,74.0961
AIM/CGE 2.1,CD-LINKS_NoPolicy,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,1.0684,1.3292,1.6154,2.0698,2.6256,3.1198,3.4831,3.7348,3.9816,4.1118
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.892288957,1.160489012,1.45076215,1.794407709,2.170527003,2.495030408,2.821277017,3.163024148,3.526380931,3.913911988
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,Emissions|CO2,Mt CO2/yr,35001.8032,41940.6461,47649.9601,52331.3223,54525.1941,56687.7632,59989.123,64473.5093,67311.7608,69295.6956
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,Primary Energy,EJ/yr,499.6943,606.1502,705.8889,804.8921,882.0576,938.7027,999.2521,1069.2944,1122.5266,1163.4575
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,Primary Energy|Biomass,EJ/yr,46.1448,47.7874,53.2548,69.8286,89.7278,94.7119,104.4506,114.339,124.2792,134.9967
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,Primary Energy|Fossil,EJ/yr,430.0702,527.9702,615.0358,689.8695,736.6658,777.6283,819.0666,870.7303,903.7796,921.1514
AIM/CGE 2.1,CD-LINKS_NoPolicy,World,Primary Energy|Non-Biomass Renewables,EJ/yr,13.2463,17.2845,22.065,26.9093,33.3037,38.9125,42.4811,44.456,47.1731,51.2092
GENeSYS-MOD 1.0,1.0,R5ASIA,Emissions|CO2,Mt CO2/yr,,72195.0,41226.0,28275.0,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5ASIA,Primary Energy,EJ/yr,,214.869,197.146,190.303,168.584,,,,,
GENeSYS-MOD 1.0,1.0,R5ASIA,Primary Energy|Biomass,EJ/yr,,22.74,54.784,68.469,56.278,,,,,
GENeSYS-MOD 1.0,1.0,R5ASIA,Primary Energy|Fossil,EJ/yr,,182.314,105.481,68.362,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,,9.815,36.881,53.472,112.306,,,,,
GENeSYS-MOD 1.0,1.0,R5LAM,Emissions|CO2,Mt CO2/yr,,5424.0,2756.0,1497.0,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5LAM,Primary Energy,EJ/yr,,22.763,20.915,22.732,18.874,,,,,
GENeSYS-MOD 1.0,1.0,R5LAM,Primary Energy|Biomass,EJ/yr,,3.311,7.45,11.633,8.171,,,,,
GENeSYS-MOD 1.0,1.0,R5LAM,Primary Energy|Fossil,EJ/yr,,16.176,7.749,4.257,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,,3.276,5.716,6.842000000000001,10.703,,,,,
GENeSYS-MOD 1.0,1.0,R5MAF,Emissions|CO2,Mt CO2/yr,,19199.0,11298.0,6141.0,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5MAF,Primary Energy,EJ/yr,,70.992,59.68,58.084,54.885,,,,,
GENeSYS-MOD 1.0,1.0,R5MAF,Primary Energy|Biomass,EJ/yr,,8.562999999999999,16.953,22.161,18.053,,,,,
GENeSYS-MOD 1.0,1.0,R5MAF,Primary Energy|Fossil,EJ/yr,,60.369,36.005,20.345,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,,2.06,6.722,15.578,36.832,,,,,
GENeSYS-MOD 1.0,1.0,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,,39630.0,18495.0,7852.0,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5OECD90+EU,Primary Energy,EJ/yr,,131.583,99.71,83.95200000000001,81.154,,,,,
GENeSYS-MOD 1.0,1.0,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,,8.085,24.012,23.14,20.176,,,,,
GENeSYS-MOD 1.0,1.0,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,,116.086,50.832,20.65,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,,7.412000000000001,24.866,40.162,60.978,,,,,
GENeSYS-MOD 1.0,1.0,R5REF,Emissions|CO2,Mt CO2/yr,,20801.0,10316.0,4875.0,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5REF,Primary Energy,EJ/yr,,62.08600000000001,44.317,30.49,26.08,,,,,
GENeSYS-MOD 1.0,1.0,R5REF,Primary Energy|Biomass,EJ/yr,,0.851,9.918,10.745,7.188,,,,,
GENeSYS-MOD 1.0,1.0,R5REF,Primary Energy|Fossil,EJ/yr,,59.688,29.397,13.838,0.0,,,,,
GENeSYS-MOD 1.0,1.0,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,,1.547,5.002,5.907,18.892,,,,,
GENeSYS-MOD 1.0,1.0,World,Emissions|CO2,Mt CO2/yr,,31449.0,16818.0,9727.0,0.0,,,,,
GENeSYS-MOD 1.0,1.0,World,Primary Energy,EJ/yr,,502.291,421.768,385.561,349.573,,,,,
GENeSYS-MOD 1.0,1.0,World,Primary Energy|Biomass,EJ/yr,,43.552,113.118,136.15,109.864,,,,,
GENeSYS-MOD 1.0,1.0,World,Primary Energy|Fossil,EJ/yr,,434.631,229.465,127.451,0.0,,,,,
GENeSYS-MOD 1.0,1.0,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,24.108,79.185,121.96,239.709,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ASIA,Primary Energy,EJ/yr,184.4367981,231.5846713,241.1119318,249.4599266,252.7764888,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ASIA,Primary Energy|Biomass,EJ/yr,23.75385262,26.62507308,32.63508426,40.27100663,44.8885595,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ASIA,Primary Energy|Fossil,EJ/yr,150.8821836,182.638806,152.9159892,121.8465293,104.0178552,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,5.332242873,13.23508762,33.10624708,51.87585157,62.91153766,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5LAM,Primary Energy,EJ/yr,32.87563117,35.90591552,36.63342626,38.09324303,39.11339757,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5LAM,Primary Energy|Biomass,EJ/yr,5.346561609,6.179440137999999,8.287871326,10.60090615,12.07166618,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5LAM,Primary Energy|Fossil,EJ/yr,24.28532445,25.30051998,20.35218926,14.83233668,10.87782404,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.942894644,3.881295429,7.086342759,11.21472689,14.66882618,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5MAF,Primary Energy,EJ/yr,55.43089395,68.70906877,76.20589989,85.74795125,95.00008612,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5MAF,Primary Energy|Biomass,EJ/yr,13.81174934,17.99838385,20.45385752,21.99240618,22.86625795,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5MAF,Primary Energy|Fossil,EJ/yr,40.95645233,48.81563938,48.07684169,42.29986816,37.90137371,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.530679538,1.338196106,6.151428225,17.94202015,28.90462167,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5OECD90+EU,Primary Energy,EJ/yr,211.2098593,195.4259475,168.6423957,156.160778,149.2721652,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.76877676,14.20414161,20.06044344,25.26808481,29.80203258,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,169.6534214,146.9707164,100.2943185,64.57282046,43.89402062,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,11.03659055,26.77349049,67.93345504,117.9800548,152.6284224,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5REF,Primary Energy,EJ/yr,34.80931539,36.02261564,34.62180936,34.55927707,34.16072819,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5REF,Primary Energy|Biomass,EJ/yr,0.312702684,0.394082705,1.256557143,2.668113249,3.792012485,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5REF,Primary Energy|Fossil,EJ/yr,31.75369868,32.01698848,27.07057038,22.58802523,19.22428727,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5REF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.8417087040000001,1.047623493,2.428022574,4.374328779,5.688048319,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ROWO,Primary Energy,EJ/yr,8.181687703,6.649270317999999,6.200118749,6.082432757999999,5.940071354,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ROWO,Primary Energy|Biomass,EJ/yr,0.224178021,0.317950241,0.417532248,0.632196358,0.776875025,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ROWO,Primary Energy|Fossil,EJ/yr,6.809989236,5.125453082,3.934949312,3.145174623,2.653712413,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,R5ROWO,Primary Energy|Non-Biomass Renewables,EJ/yr,0.168366091,0.159259104,0.325526049,0.572555563,0.7858746520000001,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,World,AR5 climate diagnostics|Temperature|Global Mean|MAGICC6|MED,°C,0.8935110059999999,1.195333292,1.458712023,1.67072875,1.792656581,1.869989266,1.891600194,1.876559864,1.856310826,1.845740018
IEA World Energy Model 2017,Faster Transition Scenario,World,Emissions|CO2,Mt CO2/yr,35536.99072,35128.48356,24744.58534,14722.31611,9765.37226,4866.286311,49.70536706,-1097.44362,-1278.226615,-1386.937734
IEA World Energy Model 2017,Faster Transition Scenario,World,Primary Energy,EJ/yr,542.040756,590.4036568,581.3378976,588.8440809,594.6738452000001,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,World,Primary Energy|Biomass,EJ/yr,54.21782103,65.90285627,85.33644157,106.4871281,122.5705261,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,World,Primary Energy|Fossil,EJ/yr,440.700591,457.8599711,369.7262282,284.6053764,230.4421428,,,,,
IEA World Energy Model 2017,Faster Transition Scenario,World,Primary Energy|Non-Biomass Renewables,EJ/yr,17.02096322,32.49745284,73.02394874,122.0823492,157.0532111,,,,,
IMAGE 3.0.1,CD-LINKS_INDCi,R5ASIA,Emissions|CO2,Mt CO2/yr,14273.09549,17036.09964,19627.03484,21067.31444,22586.42463,24205.40198,25364.10429,25930.12587,25979.54236,26124.7087
IMAGE 3.0.1,CD-LINKS_INDCi,R5ASIA,Primary Energy,EJ/yr,183.5164521,235.4079795,275.1646201,310.7656426,351.1173135,380.6340977,401.6678184,415.7982388,422.4345151000001,427.6324648
IMAGE 3.0.1,CD-LINKS_INDCi,R5ASIA,Primary Energy|Biomass,EJ/yr,26.88402537,31.03176805,28.90621805,33.01763892,35.28810654,34.99917869,36.29821923,40.42805359,43.77287329,47.5512766
IMAGE 3.0.1,CD-LINKS_INDCi,R5ASIA,Primary Energy|Fossil,EJ/yr,151.8000387,194.0267554,227.1594641,252.3079237,285.8407087,311.3121938,325.5205997,330.3666167,329.6944519,330.2684169
IMAGE 3.0.1,CD-LINKS_INDCi,R5ASIA,Primary Energy|Non-Biomass Renewables,EJ/yr,3.844789634,8.249064016,15.24568519,19.23245088,21.32262861,23.31526528,27.57722054,32.793197,38.21834994,41.34010227
IMAGE 3.0.1,CD-LINKS_INDCi,R5LAM,Emissions|CO2,Mt CO2/yr,2569.867951,2446.9966,2202.178706,3035.14622,2566.694138,2735.735634,3039.790202,3340.438629,3289.389069,3351.036357
IMAGE 3.0.1,CD-LINKS_INDCi,R5LAM,Primary Energy,EJ/yr,30.08241577,38.82581934,37.94872705,47.33699609,54.64535742,63.97594043,72.51994043,78.02537891,80.18512012,81.76250879
IMAGE 3.0.1,CD-LINKS_INDCi,R5LAM,Primary Energy|Biomass,EJ/yr,4.721579063,6.197273849,6.257670898,9.223152267,8.530057259,9.498278114,11.33205795,12.04478463,11.55108502,11.34436904
IMAGE 3.0.1,CD-LINKS_INDCi,R5LAM,Primary Energy|Fossil,EJ/yr,22.61900281,28.95046155,26.50270398,30.48317627,35.42562518,42.05364954,47.75613904,50.72199524,51.52406836,52.86982214
IMAGE 3.0.1,CD-LINKS_INDCi,R5LAM,Primary Energy|Non-Biomass Renewables,EJ/yr,2.672693616,3.523160673,4.688160177,6.780540974,9.651963723,11.28262994,12.0868506,14.03517203,16.30646937,17.18196011
IMAGE 3.0.1,CD-LINKS_INDCi,R5MAF,Emissions|CO2,Mt CO2/yr,3716.524083,5568.009461,6571.592565,6655.151510000001,6606.081840999999,7282.085854000001,9233.789114,12382.8263,15478.80318,18437.14136
IMAGE 3.0.1,CD-LINKS_INDCi,R5MAF,Primary Energy,EJ/yr,50.4944585,60.93681079,73.2072041,89.81494336,111.049501,141.9285371,181.1687686,225.3325996,271.4322764,317.4328252
IMAGE 3.0.1,CD-LINKS_INDCi,R5MAF,Primary Energy|Biomass,EJ/yr,9.958374396,11.91791837,13.82961919,14.71248654,15.54415602,18.10777904,20.82682442,22.72178461,25.1568354,31.01058506
IMAGE 3.0.1,CD-LINKS_INDCi,R5MAF,Primary Energy|Fossil,EJ/yr,40.01369708,48.13496446,57.01809747,70.53009012,87.97388312,111.8165955,143.4798835,179.5643679,214.8153557,246.6240956
IMAGE 3.0.1,CD-LINKS_INDCi,R5MAF,Primary Energy|Non-Biomass Renewables,EJ/yr,0.4896108,0.782745661,1.85489699,3.553254959,6.470992347,10.64899603,15.40066638,21.78372241,30.79780369,40.13110172
IMAGE 3.0.1,CD-LINKS_INDCi,R5OECD90+EU,Emissions|CO2,Mt CO2/yr,11552.77384,10901.71036,8285.852163,8067.972864,8321.864578,8504.950652,9115.407047,9467.033686,9409.837538,9607.049973000001
IMAGE 3.0.1,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy,EJ/yr,203.0553291,197.0556675,182.6858447,185.9479751,184.4555049,189.8100586,197.7435977,203.4829912,202.9390771,204.0578555
IMAGE 3.0.1,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Biomass,EJ/yr,10.80612131,13.34007821,23.38183186,28.08746471,26.71466827,28.34713214,29.6897434,32.58864045,33.35717379,36.0021491
IMAGE 3.0.1,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Fossil,EJ/yr,178.4998372,166.4553164,138.6811101,135.5791511,132.9135778,135.4605189,144.0165358,145.9996966,141.3138277,138.3678684
IMAGE 3.0.1,CD-LINKS_INDCi,R5OECD90+EU,Primary Energy|Non-Biomass Renewables,EJ/yr,6.104995592000001,9.468237105,12.96786927,17.84441341,24.01452635,26.14362418,24.53551198,25.67796222,29.21166454,31.04182222
IMAGE 3.0.1,CD-LINKS_INDCi,R5REF,Emissions|CO2,Mt CO2/yr,2471.631066,2724.235843,2806.27225,2903.767868,2845.983712,2882.091533,2983.539604,2908.132358,2894.551379,2861.990298
IMAGE 3.0.1,CD-LINKS_INDCi,R5REF,Primary Energy,EJ/yr,39.68252393,41.80281641,44.16335498,46.54587305,47.12394482,47.74228467,47.81270703,47.80258154,47.36910205,45.53268994
IMAGE 3.0.1,CD-LINKS_INDCi,R5REF,Primary Energy|Biomass,EJ/yr,0.710661749,1.32621295,1.895869812,2.277358429,2.530912895,2.992560692,2.639433601,2.315474987,2.000534569,1.801526232
IMAGE 3.0.1,CD-LINKS_INDCi,R5REF,Primary Energy|Fossil,EJ/yr,37.15763293,38.43507031,39.71969812,41.71450525,42.23703571,41.88402368,41.77823389,41.81008344,41.45393445,38.96889978
