model,scenario,region,variable,unit,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE 2.4,EMF27-550-LimBio,World,Primary Energy|Coal,EJ/yr,111.62,138.99,158.85,140.09,118.53,113.34,124.43,163.33,260.68,334.20,374.28
IMAGE 2.4,EMF27-550-LimBio,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,8.50,40.46,96.12,154.60,221.12,336.58,410.66,441.75
IMAGE 2.4,EMF27-550-LimBio,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.86,1.08,1.34,1.57,1.74,1.88,1.98,2.05,2.11,2.15
IMAGE 2.4,EMF27-Base-FullTech,ASIA,Emissions|CO2,Mt CO2/yr,9603.68,12152.18,17221.64,20718.73,24306.43,27761.78,31509.72,33739.59,36602.92,40359.66,41556.90
IMAGE 2.4,EMF27-Base-FullTech,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9005.85,11839.85,17453.02,21061.92,24781.75,27776.48,31351.52,34667.57,38426.73,41130.97,42955.45
IMAGE 2.4,EMF27-Base-FullTech,ASIA,Primary Energy,EJ/yr,124.97,158.79,229.81,279.92,342.70,397.36,451.31,494.96,533.25,557.89,573.83
IMAGE 2.4,EMF27-Base-FullTech,LAM,Emissions|CO2,Mt CO2/yr,2960.36,4741.04,695.89,2672.12,3245.95,3731.67,4082.85,4273.66,4618.59,5293.36,6156.89
IMAGE 2.4,EMF27-Base-FullTech,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1591.95,1601.84,2147.54,2750.49,3453.89,3930.25,4528.68,5226.65,5787.59,6757.41,7875.32
IMAGE 2.4,EMF27-Base-FullTech,LAM,Primary Energy,EJ/yr,28.32,29.27,38.03,47.65,62.21,75.77,88.54,97.94,104.51,109.04,111.04
IMAGE 2.4,EMF27-Base-FullTech,MAF,Emissions|CO2,Mt CO2/yr,5718.71,2852.81,6371.76,6327.28,5730.02,8552.68,9989.70,11876.79,15327.44,16846.21,19214.49
IMAGE 2.4,EMF27-Base-FullTech,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2337.23,2648.16,3379.04,4355.42,5796.01,7532.51,9743.16,12191.54,14843.21,17530.38,20151.88
IMAGE 2.4,EMF27-Base-FullTech,MAF,Primary Energy,EJ/yr,41.16,46.69,57.90,72.46,95.22,123.04,162.42,200.27,236.98,266.68,288.21
IMAGE 2.4,EMF27-Base-FullTech,OECD90,Emissions|CO2,Mt CO2/yr,12501.20,11574.44,11519.36,10850.46,11342.25,11636.13,11953.41,11622.07,12042.04,12345.95,12229.96
IMAGE 2.4,EMF27-Base-FullTech,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12666.48,12035.43,11927.89,11684.85,11648.74,11723.42,11819.16,11826.87,12419.99,13011.42,12954.15
IMAGE 2.4,EMF27-Base-FullTech,OECD90,Primary Energy,EJ/yr,194.63,184.04,192.10,197.11,203.92,208.11,207.71,203.08,200.45,196.97,191.63
IMAGE 2.4,EMF27-Base-FullTech,REF,Emissions|CO2,Mt CO2/yr,3607.44,3925.83,4575.89,4188.66,4046.56,4238.40,4351.49,4236.71,3978.19,3493.29,3616.53
IMAGE 2.4,EMF27-Base-FullTech,REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3561.09,3848.17,4315.91,4061.72,3919.28,3893.65,3729.54,3572.01,3415.49,3110.35,3036.98
IMAGE 2.4,EMF27-Base-FullTech,REF,Primary Energy,EJ/yr,52.17,55.47,62.48,60.97,60.25,60.99,60.74,58.65,56.60,53.99,52.58
IMAGE 2.4,EMF27-Base-FullTech,World,Emissions|CO2,Mt CO2/yr,34391.39,35246.31,40384.52,44757.28,48671.22,55920.66,61887.17,65748.83,72569.20,78338.48,82774.78
IMAGE 2.4,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29162.60,31973.46,39223.40,43914.38,49599.67,54856.31,61172.06,67484.66,74893.01,81540.53,86973.77
IMAGE 2.4,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,12827.82,14377.78,18086.41,20232.12,23041.89,26763.43,32839.41,42701.97,54858.59,64383.91,71701.07
IMAGE 2.4,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10624.05,12250.76,15727.51,17772.13,20346.92,23915.83,30093.30,40278.02,53114.11,63229.32,70866.05
IMAGE 2.4,EMF27-Base-FullTech,World,Price|Carbon,US$2005/t CO2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE 2.4,EMF27-Base-FullTech,World,Primary Energy,EJ/yr,441.25,474.26,580.31,658.11,764.29,865.28,970.72,1054.90,1131.78,1184.57,1217.28
IMAGE 2.4,EMF27-Base-FullTech,World,Primary Energy|Coal,EJ/yr,111.62,138.99,177.68,193.91,214.05,239.36,289.02,374.63,505.73,627.07,730.09
IMAGE 2.4,EMF27-Base-FullTech,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
IMAGE 2.4,EMF27-Base-FullTech,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.86,1.09,1.38,1.68,2.00,2.33,2.70,3.10,3.56,4.07
MERGE_EMF27,EMF27-450-Conv,ASIA,Emissions|CO2,Mt CO2/yr,9322.05,12318.09,13553.77,11003.99,6588.85,1892.59,-289.69,-1353.86,-1982.84,-1446.10,-1365.91
MERGE_EMF27,EMF27-450-Conv,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9322.05,12318.09,13553.77,11003.99,6588.85,1892.59,-289.69,-1353.86,-1982.84,-1446.10,-1365.91
MERGE_EMF27,EMF27-450-Conv,ASIA,Primary Energy,EJ/yr,109.58,143.95,165.43,178.88,210.66,241.49,258.30,277.64,292.41,295.86,304.28
MERGE_EMF27,EMF27-450-Conv,OECD90,Emissions|CO2,Mt CO2/yr,12663.79,13066.99,8591.75,3831.06,17.79,-2604.38,-2614.76,-2522.19,-2617.50,-2728.29,-2776.12
MERGE_EMF27,EMF27-450-Conv,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12663.79,13066.99,8591.75,3831.06,17.79,-2604.38,-2614.76,-2522.19,-2617.50,-2728.29,-2776.12
MERGE_EMF27,EMF27-450-Conv,OECD90,Primary Energy,EJ/yr,207.86,216.96,180.78,154.76,151.43,151.00,144.27,143.12,147.15,154.22,162.80
MERGE_EMF27,EMF27-450-Conv,World,Emissions|CO2,Mt CO2/yr,28501.22,33303.16,30506.60,22718.89,13174.43,4174.12,-628.46,-2784.94,-4736.63,-5526.81,-6008.83
MERGE_EMF27,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28501.22,33303.16,30506.60,22718.89,13174.43,4174.12,-628.46,-2784.94,-4736.63,-5526.81,-6008.83
MERGE_EMF27,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,9500.06,11018.96,7160.83,1537.57,-1522.26,-4407.57,-5772.41,-6569.27,-6987.55,-7239.05,-7391.15
MERGE_EMF27,EMF27-450-Conv,World,Price|Carbon,US$2005/t CO2,,,236.33,389.26,622.35,1010.98,1630.84,2655.96,4366.76,7416.75,6013.14
MERGE_EMF27,EMF27-450-Conv,World,Primary Energy,EJ/yr,410.59,466.52,455.07,443.22,478.58,517.84,542.97,578.67,616.68,651.48,686.46
MERGE_EMF27,EMF27-450-Conv,World,Primary Energy|Coal,EJ/yr,122.41,145.30,121.04,67.69,51.68,17.40,7.75,3.98,2.39,1.43,0.86
MERGE_EMF27,EMF27-450-Conv,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,4.19,20.26,38.40,59.43,50.75,30.39,18.19,10.89,6.52
MERGE_EMF27,EMF27-450-Conv,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.89,1.13,1.35,1.52,1.60,1.64,1.66,1.66,1.66,1.66
MERGE_EMF27,EMF27-550-LimBio,ASIA,Emissions|CO2,Mt CO2/yr,9322.05,12318.09,16147.04,17648.93,13566.46,9516.50,5566.86,3654.24,2251.84,4388.75,3670.81
MERGE_EMF27,EMF27-550-LimBio,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9322.05,12318.09,16147.04,17648.93,13566.46,9516.50,5566.86,3654.24,2251.84,4388.75,3670.81
MERGE_EMF27,EMF27-550-LimBio,ASIA,Primary Energy,EJ/yr,109.58,143.95,192.57,248.79,300.92,323.61,356.60,385.74,391.72,406.06,422.84
MERGE_EMF27,EMF27-550-LimBio,OECD90,Emissions|CO2,Mt CO2/yr,12663.79,13066.99,10612.61,6435.14,3437.40,592.55,-1130.18,-1193.52,-1212.78,-657.81,-644.91
MERGE_EMF27,EMF27-550-LimBio,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12663.79,13066.99,10612.61,6435.14,3437.40,592.55,-1130.18,-1193.52,-1212.78,-657.81,-644.91
MERGE_EMF27,EMF27-550-LimBio,OECD90,Primary Energy,EJ/yr,207.86,216.96,197.04,176.35,165.83,160.03,160.55,165.18,172.02,181.48,193.25
MERGE_EMF27,EMF27-550-LimBio,World,Emissions|CO2,Mt CO2/yr,28501.22,33303.16,36019.89,34031.54,26705.70,17872.93,10598.82,7675.84,4542.86,6515.47,5797.86
MERGE_EMF27,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28501.22,33303.16,36019.89,34031.54,26705.70,17872.93,10598.82,7675.84,4542.86,6515.47,5797.86
MERGE_EMF27,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,9500.06,11018.96,10743.34,6639.25,1264.84,-2415.06,-4040.74,-4883.94,-5572.68,-5812.19,-5849.43
MERGE_EMF27,EMF27-550-LimBio,World,Price|Carbon,US$2005/t CO2,,,54.90,93.11,156.25,265.67,294.32,265.80,286.09,249.24,245.88
MERGE_EMF27,EMF27-550-LimBio,World,Primary Energy,EJ/yr,410.59,466.52,506.70,556.82,613.85,641.45,703.27,761.91,788.10,833.97,890.62
MERGE_EMF27,EMF27-550-LimBio,World,Primary Energy|Coal,EJ/yr,122.41,145.30,164.83,156.93,160.30,155.52,167.60,181.42,163.79,201.88,227.82
MERGE_EMF27,EMF27-550-LimBio,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,4.39,20.68,44.92,73.53,114.07,141.57,130.30,142.82,162.72
MERGE_EMF27,EMF27-550-LimBio,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.89,1.13,1.37,1.56,1.71,1.82,1.89,1.96,2.01,2.07
MERGE_EMF27,EMF27-Base-FullTech,ASIA,Emissions|CO2,Mt CO2/yr,9322.05,12318.09,19174.76,27922.72,34129.78,38970.71,41691.88,45537.22,47291.05,50413.24,54752.47
MERGE_EMF27,EMF27-Base-FullTech,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9322.05,12318.09,19174.76,27922.72,34129.78,38970.71,41691.88,45537.22,47291.05,50413.24,54752.47
MERGE_EMF27,EMF27-Base-FullTech,ASIA,Primary Energy,EJ/yr,109.58,143.95,221.26,327.33,412.48,490.07,537.10,582.21,620.08,639.66,670.48
MERGE_EMF27,EMF27-Base-FullTech,OECD90,Emissions|CO2,Mt CO2/yr,12663.79,13066.99,13555.99,13619.92,13552.81,14264.63,17145.37,18670.63,20636.20,22094.18,23809.53
MERGE_EMF27,EMF27-Base-FullTech,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12663.79,13066.99,13555.99,13619.92,13552.81,14264.63,17145.37,18670.63,20636.20,22094.18,23809.53
MERGE_EMF27,EMF27-Base-FullTech,OECD90,Primary Energy,EJ/yr,207.86,216.96,214.58,216.07,225.05,223.08,238.65,252.39,270.88,294.83,323.04
MERGE_EMF27,EMF27-Base-FullTech,World,Emissions|CO2,Mt CO2/yr,28501.22,33303.16,43021.90,54681.24,64214.82,73116.83,81405.99,90072.94,98476.95,108882.84,120493.31
MERGE_EMF27,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28501.22,33303.16,43021.90,54681.24,64214.82,73116.83,81405.99,90072.94,98476.95,108882.84,120493.31
MERGE_EMF27,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,9500.06,11018.96,15670.45,22125.02,28032.50,31766.44,34881.12,38322.17,41168.64,44154.27,47395.33
MERGE_EMF27,EMF27-Base-FullTech,World,Primary Energy,EJ/yr,410.59,466.52,563.32,700.78,830.91,948.52,1063.25,1180.58,1275.24,1359.75,1467.02
MERGE_EMF27,EMF27-Base-FullTech,World,Primary Energy|Coal,EJ/yr,122.41,145.30,226.33,331.57,463.22,605.76,745.35,870.21,980.95,1116.21,1261.61
MERGE_EMF27,EMF27-Base-FullTech,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERGE_EMF27,EMF27-Base-FullTech,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.89,1.12,1.40,1.70,2.03,2.38,2.77,3.21,3.68,4.18
MERGE_EMF27,EMF27-G8-EERE,ASIA,Emissions|CO2,Mt CO2/yr,9322.05,12318.09,13821.83,12300.49,8032.56,3222.63,1071.90,410.68,181.95,152.81,134.03
MERGE_EMF27,EMF27-G8-EERE,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9322.05,12318.09,13821.83,12300.49,8032.56,3222.63,1071.90,410.68,181.95,152.81,134.03
MERGE_EMF27,EMF27-G8-EERE,ASIA,Primary Energy,EJ/yr,109.58,143.95,169.11,192.21,225.01,235.98,242.14,244.93,239.76,232.63,227.61
MERGE_EMF27,EMF27-G8-EERE,OECD90,Emissions|CO2,Mt CO2/yr,12663.79,13066.99,8657.91,4740.74,987.66,351.15,164.60,117.69,93.93,79.95,71.77
MERGE_EMF27,EMF27-G8-EERE,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12663.79,13066.99,8657.91,4740.74,987.66,351.15,164.60,117.69,93.93,79.95,71.77
MERGE_EMF27,EMF27-G8-EERE,OECD90,Primary Energy,EJ/yr,207.86,216.96,177.44,152.87,149.64,140.01,125.28,121.37,121.03,122.93,125.90
MERGE_EMF27,EMF27-G8-EERE,World,Emissions|CO2,Mt CO2/yr,28501.22,33303.16,31636.36,27381.84,19962.34,14278.68,10533.13,9599.27,9211.55,8061.24,8393.79
MERGE_EMF27,EMF27-G8-EERE,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28501.22,33303.16,31636.36,27381.84,19962.34,14278.68,10533.13,9599.27,9211.55,8061.24,8393.79
MERGE_EMF27,EMF27-G8-EERE,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,9500.06,11018.96,7554.62,4148.89,3166.14,2366.45,1947.82,2194.08,2149.00,1613.56,1722.84
MERGE_EMF27,EMF27-G8-EERE,World,Price|Carbon,US$2005/t CO2,,,149.79,226.00,324.19,456.26,625.61,856.41,1228.99,2028.75,3093.77
MERGE_EMF27,EMF27-G8-EERE,World,Primary Energy,EJ/yr,410.59,466.52,459.86,469.60,508.35,519.94,531.36,563.62,568.90,550.30,563.39
MERGE_EMF27,EMF27-G8-EERE,World,Primary Energy|Coal,EJ/yr,122.41,145.30,117.37,77.87,50.22,17.82,14.07,20.92,20.97,13.38,14.24
MERGE_EMF27,EMF27-G8-EERE,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MERGE_EMF27,EMF27-G8-EERE,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.89,1.12,1.32,1.49,1.60,1.69,1.77,1.83,1.89,1.95
MESSAGE V.4,AMPERE3-450,World,Emissions|CO2,Mt CO2/yr,34474.59,36035.69,36941.46,35238.71,26747.96,15173.32,4329.48,-1304.69,-5447.10,-8728.73,-11209.52
MESSAGE V.4,AMPERE3-450,World,Price|Carbon,US$2005/t CO2,0.00,0.00,17.72,28.86,47.02,76.58,124.75,203.20,330.99,539.14,878.21
MESSAGE V.4,AMPERE3-450,World,Primary Energy,EJ/yr,454.61,479.75,536.59,605.85,659.16,719.34,780.21,839.07,891.14,937.42,998.53
MESSAGE V.4,AMPERE3-450,World,Primary Energy|Coal,EJ/yr,121.12,138.09,119.94,93.11,52.07,71.91,98.09,127.76,136.08,108.49,41.21
MESSAGE V.4,AMPERE3-450,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.71,13.13,55.00,125.17,173.42,181.50,161.73,112.07,41.54
MESSAGE V.4,AMPERE3-450,World,Temperature|Global Mean|MAGICC6|MED,°C,0.80,0.88,1.13,1.39,1.66,1.86,1.98,2.03,2.03,2.02,1.98
MESSAGE V.4,AMPERE3-450P-EU,World,Emissions|CO2,Mt CO2/yr,34474.49,36036.02,40821.65,46438.23,38929.54,27622.31,12469.82,2786.95,-2585.87,-6268.49,-8535.53
MESSAGE V.4,AMPERE3-450P-EU,World,Price|Carbon,US$2005/t CO2,0.00,0.00,7.54,39.65,47.02,76.58,124.75,203.20,330.99,539.14,878.21
MESSAGE V.4,AMPERE3-450P-EU,World,Primary Energy,EJ/yr,454.61,479.76,565.35,663.83,692.35,735.64,790.76,846.85,898.87,936.69,989.39
MESSAGE V.4,AMPERE3-450P-EU,World,Primary Energy|Coal,EJ/yr,121.12,138.09,149.20,165.47,95.13,64.39,81.91,108.47,126.41,110.79,59.72
MESSAGE V.4,AMPERE3-450P-EU,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.35,2.53,21.19,70.91,158.87,183.37,172.31,125.94,61.17
MESSAGE V.4,AMPERE3-450P-EU,World,Temperature|Global Mean|MAGICC6|MED,°C,0.86,0.94,1.18,1.44,1.79,2.08,2.27,2.37,2.40,2.41,2.39
MESSAGE V.4,AMPERE3-550,World,Emissions|CO2,Mt CO2/yr,34474.51,36035.96,39222.41,42988.07,40487.80,34363.56,20847.26,10424.52,2479.89,-2730.61,-6474.82
MESSAGE V.4,AMPERE3-550,World,Price|Carbon,US$2005/t CO2,0.00,0.00,7.43,12.10,19.71,32.11,52.30,85.18,138.76,226.02,368.16
MESSAGE V.4,AMPERE3-550,World,Primary Energy,EJ/yr,454.61,479.76,553.56,646.14,717.20,787.04,847.90,921.04,987.37,1042.25,1110.93
MESSAGE V.4,AMPERE3-550,World,Primary Energy|Coal,EJ/yr,121.12,138.09,135.75,137.59,86.04,90.19,102.28,171.10,228.29,214.30,193.95
MESSAGE V.4,AMPERE3-550,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.31,5.14,18.98,49.89,113.95,214.33,271.84,240.18,196.31
MESSAGE V.4,AMPERE3-550,World,Temperature|Global Mean|MAGICC6|MED,°C,0.77,0.85,1.09,1.34,1.66,1.94,2.16,2.30,2.39,2.42,2.44
MESSAGE V.4,AMPERE3-RefPol,World,Emissions|CO2,Mt CO2/yr,34474.46,36035.98,40886.23,47008.04,51379.09,53497.39,50990.57,46103.64,41339.83,34733.89,27562.64
MESSAGE V.4,AMPERE3-RefPol,World,Price|Carbon,US$2005/t CO2,0.00,0.00,7.54,26.28,32.51,37.40,46.41,49.31,61.37,92.32,115.10
MESSAGE V.4,AMPERE3-RefPol,World,Primary Energy,EJ/yr,454.61,479.76,566.09,667.65,764.77,864.73,953.34,1039.19,1145.19,1249.78,1350.61
MESSAGE V.4,AMPERE3-RefPol,World,Primary Energy|Coal,EJ/yr,121.12,138.09,150.13,166.96,170.55,181.91,179.23,197.24,267.97,338.53,402.07
MESSAGE V.4,AMPERE3-RefPol,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,0.19,1.31,6.68,19.41,47.08,105.77,198.37,287.43,358.82
MESSAGE V.4,AMPERE3-RefPol,World,Temperature|Global Mean|MAGICC6|MED,°C,0.77,0.85,1.09,1.37,1.71,2.06,2.39,2.71,2.99,3.26,3.49
MESSAGE V.4,EMF27-550-LimBio,ASIA,Emissions|CO2,Mt CO2/yr,10319.94,12814.16,13917.06,12540.54,8915.34,5294.32,4896.94,4941.09,5035.57,5359.40,5627.94
MESSAGE V.4,EMF27-550-LimBio,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9411.51,11950.63,13257.27,12147.62,8918.85,5822.95,5910.14,6207.44,6493.34,7037.79,7524.14
MESSAGE V.4,EMF27-550-LimBio,ASIA,Primary Energy,EJ/yr,133.39,162.95,189.34,206.19,232.61,255.35,300.17,339.27,363.30,400.78,432.35
MESSAGE V.4,EMF27-550-LimBio,LAM,Emissions|CO2,Mt CO2/yr,3375.28,3271.45,3140.61,2676.62,1857.96,596.48,-63.36,-1040.46,-1790.37,-2173.69,-2671.53
MESSAGE V.4,EMF27-550-LimBio,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1605.01,1650.05,1612.29,1463.28,1045.98,316.60,342.47,267.80,193.81,301.08,335.71
MESSAGE V.4,EMF27-550-LimBio,LAM,Primary Energy,EJ/yr,28.16,29.82,32.56,36.04,40.56,43.07,49.50,53.71,57.07,61.62,64.42
MESSAGE V.4,EMF27-550-LimBio,MAF,Emissions|CO2,Mt CO2/yr,3692.33,4341.28,4444.40,4537.13,4149.50,2285.65,2300.61,2202.18,2160.41,1347.97,988.83
MESSAGE V.4,EMF27-550-LimBio,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2533.94,3112.04,3367.00,3579.28,3413.05,1903.37,2411.40,2876.82,3224.88,2729.99,2719.49
MESSAGE V.4,EMF27-550-LimBio,MAF,Primary Energy,EJ/yr,40.24,49.01,60.08,78.00,102.25,133.01,171.62,208.18,236.17,257.93,276.57
MESSAGE V.4,EMF27-550-LimBio,OECD90,Emissions|CO2,Mt CO2/yr,13094.10,11711.25,9584.77,7540.90,4962.71,1901.88,1487.48,1256.25,858.58,503.86,5.83
MESSAGE V.4,EMF27-550-LimBio,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,13161.17,11845.40,9762.77,7774.92,5308.02,2349.95,2025.45,1810.79,1454.42,1172.10,780.67
MESSAGE V.4,EMF27-550-LimBio,OECD90,Primary Energy,EJ/yr,194.93,180.62,167.06,160.74,157.89,156.52,162.12,166.56,166.72,169.44,166.59
MESSAGE V.4,EMF27-550-LimBio,REF,Emissions|CO2,Mt CO2/yr,3446.06,3346.03,2917.31,2351.23,1488.08,649.32,641.03,616.77,355.39,177.02,-25.12
MESSAGE V.4,EMF27-550-LimBio,REF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,3441.16,3336.24,2918.96,2372.59,1549.91,788.74,851.42,867.69,649.32,537.83,404.73
MESSAGE V.4,EMF27-550-LimBio,REF,Primary Energy,EJ/yr,52.15,50.10,48.70,48.35,48.28,51.83,57.29,59.35,56.32,55.12,53.98
MESSAGE V.4,EMF27-550-LimBio,World,Emissions|CO2,Mt CO2/yr,34491.02,36087.09,34675.76,30326.54,22000.71,11312.70,9846.46,8570.05,7230.63,5834.56,4500.82
MESSAGE V.4,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,30716.12,32497.29,31589.90,28017.81,20862.92,11766.64,12124.64,12624.77,12626.79,12398.79,12339.61
MESSAGE V.4,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,14051.51,14231.65,11769.42,9055.71,3824.70,-1440.93,-1647.94,-2049.80,-2733.94,-3214.07,-3520.71
MESSAGE V.4,EMF27-550-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10905.48,11286.99,9221.17,7087.66,3138.20,298.22,196.81,-65.56,-158.32,-147.02,-114.17
MESSAGE V.4,EMF27-550-LimBio,World,Price|Carbon,US$2005/t CO2,0.00,0.00,29.88,45.28,70.67,170.33,136.94,132.14,138.94,173.70,174.90
MESSAGE V.4,EMF27-550-LimBio,World,Primary Energy,EJ/yr,455.16,479.25,505.53,537.75,590.51,649.15,750.36,837.01,889.77,955.37,1004.92
MESSAGE V.4,EMF27-550-LimBio,World,Primary Energy|Coal,EJ/yr,121.19,138.87,98.82,73.76,50.02,80.94,121.00,164.78,187.12,215.56,236.57
MESSAGE V.4,EMF27-550-LimBio,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0.00,0.00,1.72,22.73,81.06,172.62,212.06,238.96,228.77,245.73,251.68
MESSAGE V.4,EMF27-550-LimBio,World,Temperature|Global Mean|MAGICC6|MED,°C,0.81,0.89,1.14,1.39,1.63,1.80,1.90,1.99,2.05,2.11,2.16
MESSAGE V.4,EMF27-Base-FullTech,ASIA,Emissions|CO2,Mt CO2/yr,10319.94,12814.16,17012.52,20652.42,25083.75,29736.15,33785.46,36033.04,38046.23,40877.86,43337.42
MESSAGE V.4,EMF27-Base-FullTech,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9411.51,11950.63,16284.71,20048.03,24608.94,29395.79,33583.38,35972.84,38130.76,41109.48,43718.02
MESSAGE V.4,EMF27-Base-FullTech,ASIA,Primary Energy,EJ/yr,133.39,162.95,215.29,260.15,314.99,375.90,435.04,482.45,522.62,564.43,599.41
MESSAGE V.4,EMF27-Base-FullTech,LAM,Emissions|CO2,Mt CO2/yr,3375.28,3271.45,3637.03,3806.06,4195.36,4454.18,4288.75,3845.68,4429.47,3315.68,2357.74
MESSAGE V.4,EMF27-Base-FullTech,LAM,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,1605.01,1650.05,2083.10,2508.43,3193.99,3783.92,3979.98,3925.18,4920.97,4240.56,3735.50
MESSAGE V.4,EMF27-Base-FullTech,LAM,Primary Energy,EJ/yr,28.16,29.82,35.42,42.53,51.50,63.46,74.51,86.37,104.50,100.89,99.11
MESSAGE V.4,EMF27-Base-FullTech,MAF,Emissions|CO2,Mt CO2/yr,3692.33,4341.28,5480.67,7077.59,9274.64,12097.35,14559.30,16692.61,16391.66,15150.07,13020.44
MESSAGE V.4,EMF27-Base-FullTech,MAF,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,2533.94,3112.04,4368.23,6025.11,8321.32,11277.14,13901.30,16222.19,16130.61,15117.12,13232.13
MESSAGE V.4,EMF27-Base-FullTech,MAF,Primary Energy,EJ/yr,40.24,49.01,67.54,94.40,131.24,177.04,222.73,270.77,299.81,321.19,326.36
MESSAGE V.4,EMF27-Base-FullTech,OECD90,Emissions|CO2,Mt CO2/yr,13094.10,11711.25,12229.92,12157.84,12558.05,12739.40,13341.93,13534.67,13099.48,12689.87,11946.14
MESSAGE V.4,EMF27-Base-FullTech,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,13161.17,11845.40,12385.30,12335.19,12757.71,12961.45,13586.27,13801.03,13387.45,12998.97,12275.81
MESSAGE V.4,EMF27-Base-FullTech,OECD90,Primary Energy,EJ/yr,194.93,180.62,186.46,191.47,198.30,203.98,214.95,223.31,227.78,232.45,230.85
MESSAGE V.4,EMF27-Base-FullTech,REF,Emissions|CO2,Mt CO2/yr,3446.06,3346.03,3774.54,3973.68,4187.97,4760.98,5098.39,4895.92,4625.91,4558.07,4573.86
